epoch,trainLoss,trainAcc,secondOrderAcc,vocabSize50,vocabSize80
89,0.7284868992699517,0.9377777902285258,0.782,29,29
90,0.6539514380031162,0.935555567741394,0.856,29,29
91,0.6014903170532651,0.9422222344080607,0.877,30,29
92,0.644062936173545,0.9466666785875956,0.867,30,30
93,0.6586655762460497,0.9355555550257365,0.8755,29,29
94,0.6171875503328111,0.9266666788525052,0.884,30,27
95,0.716829941007826,0.9533333455191718,0.7945,30,30
96,0.6234534533818563,0.9644444439146254,0.852,30,29
97,0.6235450218783485,0.9333333455191718,0.8975,29,28
98,0.6014977573023902,0.9488889010747273,0.8875,30,30
99,0.5776658778720432,0.9577777899636163,0.9065,30,29
100,0.6016349857383304,0.9511111232969496,0.898,30,29
